,amount_of_loan,interest_rate,time_to_repay,simple_interest,cibil_score,past_debt_to_repay,profit_percentage_last_year,competition_scale,sustainability,startup,management_effectivity,Total_Revenue
1726,808388,8,9,1,389,4125974,44,2,1,1,0,391962185
1727,9724106,10,2,1,583,4036471,28,7,0,0,1,495744095
1728,5567513,7,7,1,870,4094386,37,10,0,0,0,423932900
1729,8837741,9,6,0,686,2564256,27,9,0,0,1,474870475
1730,685822,6,8,0,732,4752425,7,9,1,1,0,474410940
1731,8645583,9,2,1,484,355766,35,2,1,1,1,276300255
1732,8206024,10,3,1,796,1022294,42,10,0,0,1,315400150
1733,8910780,6,5,0,803,1992564,32,9,1,1,0,308352730
1734,5567873,6,2,1,449,3101546,29,1,0,1,1,411149870
1735,664772,9,4,1,478,1860402,37,4,1,1,1,352915215
1736,5903013,8,1,0,401,3241908,43,10,1,0,0,434123700
1737,1933598,8,1,0,447,3241698,4,1,0,1,1,404581695
1738,4552943,10,6,0,652,2170444,14,7,1,0,0,452324425
1739,502436,6,1,0,471,3925394,32,8,1,1,1,285475990
1740,8253338,12,2,1,629,4394174,26,2,0,1,1,333520575
1741,1677405,14,6,0,770,4004169,21,1,0,1,1,463206535
1742,6070831,6,3,0,454,3593436,7,7,0,0,1,296688060
1743,5386823,7,3,1,741,1516100,33,5,0,1,1,449215720
1744,6445751,14,6,0,623,276661,48,1,1,0,0,263118280
1745,4215579,6,9,0,409,4407399,43,5,1,1,0,359134085
1746,9284467,7,3,0,503,3310172,4,10,1,1,1,529596750
1747,9365224,9,6,0,352,4887215,1,9,0,0,0,350443435
1748,7934500,11,8,0,711,4080571,32,10,0,1,0,317136455
1749,9567634,8,4,1,566,1580363,10,10,0,1,1,414404575
1750,9936411,12,1,0,860,4044231,47,7,0,0,0,366888510
1751,7048556,7,6,0,772,1561838,32,1,0,0,1,366357070
1752,2451476,13,6,1,762,2883447,21,9,1,0,0,683461405
1753,9588591,10,8,1,501,3725803,45,10,0,1,0,610725300
1754,8191355,12,1,0,562,2294618,11,7,0,0,1,475546090
1755,9084179,11,7,1,366,4240025,39,10,1,1,0,379663875
1756,3006183,7,9,0,730,489407,27,2,1,1,0,378128685
1757,8691717,10,8,0,616,4086088,47,4,0,1,1,302748885
1758,7329698,11,9,0,795,4134349,13,8,1,0,1,720282240
1759,2502011,7,8,0,897,3544041,23,7,0,0,1,344739945
1760,8416233,8,3,0,854,2058744,46,6,0,0,0,428745425
1761,8813685,13,4,1,411,768994,9,10,1,1,0,551226285
1762,5213505,14,2,0,879,2676081,41,5,1,1,1,510724060
1763,1896697,6,5,1,794,1152686,31,7,0,0,0,448815315
1764,6318856,9,9,1,416,1689678,7,4,0,0,1,389739335
1765,2259659,8,3,0,633,2835508,31,10,1,1,1,395588095
1766,5179193,12,3,0,442,49944,32,1,1,0,1,310521925
1767,6038151,11,8,0,727,4735673,29,9,1,0,1,334173560
1768,9795280,10,4,1,443,955115,28,10,1,0,1,277794930
1769,4177190,13,8,1,827,3089708,4,9,0,1,0,274827480
1770,6977793,10,1,1,618,2836438,49,8,1,0,1,276822570
1771,6037972,10,9,0,819,216895,14,6,1,0,0,534016900
1772,771697,12,8,1,795,2526720,22,3,0,1,1,690832215
1773,3355279,8,9,1,605,2682186,16,9,1,1,0,219041975
1774,2342941,14,4,0,853,3497416,2,8,0,1,1,622750225
1775,9316040,6,6,0,443,3347763,40,3,0,0,1,196537900
1776,3326914,12,4,1,624,2466421,30,8,0,0,0,377361455
1777,6083243,9,4,0,368,298969,36,10,0,1,0,392819935
1778,3862574,14,3,1,538,2507740,5,9,1,0,0,376946085
1779,7329656,10,8,0,770,3090976,3,6,1,1,0,338683500
1780,2634401,8,7,1,765,618078,6,4,1,0,0,379494880
1781,6365188,6,2,0,440,79839,13,3,0,0,0,524391485
1782,9581484,11,3,0,695,2132450,35,10,1,1,0,504684770
1783,3715271,7,6,0,817,385776,32,7,0,1,1,479157400
1784,1058047,7,2,1,782,3367444,35,9,1,0,1,697476675
1785,9685853,7,9,0,660,3331205,31,3,0,0,0,177995900
1786,7387993,10,8,0,489,2669087,3,7,0,0,1,165460340
1787,849911,10,4,1,882,4833292,42,4,1,0,1,403464795
1788,9273455,14,2,0,436,1001155,37,4,0,1,0,579630950
1789,1015116,8,4,1,811,2432990,5,5,0,1,1,363656070
1790,6501931,10,1,0,737,1895676,44,7,1,0,1,301662280
1791,8910532,10,3,0,865,4142648,41,4,1,0,1,491183055
1792,9063147,7,7,0,564,2884412,9,1,0,0,0,471577810
1793,6656987,13,5,1,875,4396248,21,7,1,0,1,330486330
1794,8828695,7,8,1,426,3764467,12,8,0,1,0,166728715
1795,1424652,10,4,1,395,323833,30,5,1,1,0,590822580
1796,9986055,11,7,0,889,4602445,22,7,1,0,0,363974350
1797,2751270,11,3,1,348,2363829,6,4,0,1,0,148906130
1798,2968917,14,5,0,533,2852885,37,7,1,0,1,464317230
1799,4081544,6,3,1,725,1721367,32,4,0,0,0,517663075
1800,7909369,10,8,0,678,2414476,46,1,0,1,1,175583615
1801,783062,11,4,1,356,559729,38,3,0,0,0,403218055
1802,7173060,6,2,0,386,709463,11,5,1,1,1,302500320
1803,1804757,8,2,1,892,4773048,11,2,1,1,0,390340125
1804,2832491,14,6,1,333,3947012,46,9,1,1,0,402310665
1805,7014975,6,1,0,476,2523840,40,5,1,0,0,464338400
1806,6662459,6,4,0,614,3856962,38,9,1,1,0,407627255
1807,6029058,14,9,1,313,250013,20,4,1,1,1,260683365
1808,2461435,14,5,1,766,4276992,26,3,0,0,1,321693480
1809,2077461,14,8,1,586,260566,11,2,0,1,1,395482610
1810,6737049,10,5,1,659,4911950,14,5,0,1,1,222345225
1811,579173,10,1,1,723,548001,48,10,0,1,1,472086255
1812,932853,13,1,0,516,832791,31,10,1,0,0,316506100
1813,1986726,14,3,0,695,7679,13,2,0,1,0,275147950
1814,9956010,8,9,0,345,2746159,34,9,0,1,0,383088305
1815,5054967,7,9,1,345,54198,34,9,1,1,1,465911915
1816,2999636,14,6,1,874,4860957,9,9,1,1,0,403043220
1817,9613497,8,1,0,467,1493432,11,7,1,0,0,648095095
1818,5832761,13,6,1,813,4175159,44,10,0,0,1,350392700
1819,515267,7,9,0,448,4283328,40,5,1,0,0,582991140
1820,5250112,13,7,1,886,766324,14,4,0,0,0,385740030
1821,9781538,14,4,0,874,2292427,35,5,0,0,1,464018295
1822,3706869,8,4,0,443,1714207,47,9,1,0,1,429512290
1823,5989281,12,6,1,447,4775767,20,3,0,0,0,417560365
1824,973371,10,9,1,511,2905241,20,4,0,1,1,541888855
1825,6358590,9,4,1,408,2875974,31,2,0,0,0,674702135
1826,3055137,14,6,1,574,4796039,22,1,1,0,0,225968945
1827,7142708,7,7,0,476,172960,16,1,0,1,1,486315780
1828,8697025,14,2,1,655,3646303,13,9,0,1,0,640750930
1829,7112991,10,3,0,865,2549210,31,2,1,1,1,443568440
1830,801742,13,1,0,496,4198325,36,4,1,1,0,293593590
1831,3561803,13,4,1,792,3447426,28,1,0,1,1,614985580
1832,7219283,10,7,1,627,2990221,12,7,1,1,1,509740750
1833,1128141,12,7,1,518,3328635,31,2,0,1,0,604782735
1834,3239280,11,1,1,738,329658,21,5,0,0,0,289757075
1835,2871000,11,8,1,505,3660667,19,4,1,1,0,370769920
1836,4092699,13,5,0,347,1406997,14,5,1,1,0,290081925
1837,5209721,6,9,0,618,1035254,48,2,1,0,0,267835175
1838,2087691,11,4,1,836,39879,34,7,1,1,1,541852355
1839,2789718,12,2,1,628,1890936,37,7,1,0,0,363630520
1840,1752282,9,9,0,691,2750147,0,10,0,1,0,249347925
1841,2903984,14,8,0,860,1653822,15,10,0,0,1,446859645
1842,3636327,14,6,0,457,4015064,26,6,1,1,1,201460655
1843,5297961,8,5,0,630,3772391,35,9,0,0,0,458057845
1844,548407,10,7,0,773,3649441,18,6,1,1,1,565307985
1845,3885581,9,1,0,794,967255,43,7,0,0,0,617096375
1846,527917,9,3,0,822,2429318,8,2,0,0,1,403512610
1847,8906901,14,9,0,521,2994795,36,7,1,1,0,384564000
1848,4172907,11,4,0,790,960350,29,8,0,1,1,335651810
1849,2343984,11,9,0,838,108052,29,2,0,1,0,618883780
1850,1884370,12,8,0,474,3470007,42,8,1,0,0,380536225
1851,7137807,13,7,0,742,1160265,46,2,0,0,1,494746915
1852,4168280,13,1,0,583,3360532,33,1,0,1,1,398209525
1853,8563374,9,2,0,426,4690408,42,1,0,0,0,457019055
1854,9989484,14,2,0,705,2258936,21,2,0,1,0,439197930
1855,7632278,8,2,1,371,885667,20,5,0,0,0,530650505
1856,2355354,8,8,0,538,2967910,29,3,1,1,0,302686105
1857,1280947,7,4,1,493,2412837,48,8,1,1,1,266359115
1858,4682228,14,5,0,317,4751931,20,4,0,0,0,176201925
1859,5473958,11,3,1,725,203404,16,8,0,1,0,333485535
1860,4730787,9,9,0,897,2507895,41,10,1,0,0,644196165
1861,7301346,11,4,1,645,4175715,27,1,1,1,1,311427490
1862,6745022,13,3,0,702,3291924,14,8,0,1,1,185167785
1863,5856082,11,1,1,681,1323944,3,7,0,1,0,337822465
1864,9160785,12,3,1,546,3767077,32,9,1,0,0,468837025
1865,9910477,10,7,0,561,36150,40,1,1,1,0,447382325
1866,3102732,10,7,1,424,2124008,31,9,0,1,1,253861150
1867,5786636,11,4,1,423,3022059,25,9,1,0,1,322044245
1868,8817437,13,1,1,599,4725283,30,3,1,1,0,309170330
1869,3256333,9,8,0,417,4644003,32,3,1,0,1,449741685
1870,736332,14,8,1,549,3372696,38,3,1,0,1,744319680
1871,3922823,13,1,1,838,4376480,48,8,0,1,1,470828465
1872,4313281,7,6,1,629,4591698,8,6,0,1,0,555370130
1873,5199436,14,6,0,686,64023,1,3,1,1,0,507988750
1874,9428780,10,5,0,336,2111118,5,10,1,1,0,607143190
1875,7234255,7,2,1,774,4536758,44,5,0,1,1,360843380
1876,5075942,14,3,1,772,2331241,6,5,0,1,0,477369995
1877,9846189,14,8,0,552,1770888,18,5,1,1,0,848150135
1878,8059953,6,8,1,878,688130,46,1,0,1,1,164907365
1879,8950881,14,2,1,419,1574689,23,2,0,0,1,339293050
1880,8710068,11,3,1,713,473287,6,4,1,1,0,347375610
1881,5440838,12,3,0,576,3477302,0,4,0,1,0,266313125
1882,4566652,10,3,1,672,4549305,38,9,1,0,0,411664155
1883,5363395,13,7,1,781,3031725,3,6,0,1,0,223993200
1884,5995296,6,9,1,696,1178204,10,6,0,0,1,330207470
1885,4111949,9,2,0,521,259066,21,9,0,1,1,406504150
1886,6420962,8,1,0,672,1875773,45,9,1,1,1,328106530
1887,7353945,13,8,0,341,3002133,43,5,1,0,0,535169205
1888,6496414,12,1,1,797,731631,23,6,1,0,1,318930795
1889,4617430,6,6,0,470,994268,12,6,1,1,1,267599020
1890,7317438,9,7,0,478,2834844,10,5,0,1,1,758920775
1891,4751413,11,6,1,515,1599495,28,10,0,1,0,409395315
1892,6966704,9,8,1,677,4804146,31,5,0,0,0,314740960
1893,5029723,6,6,1,687,688669,17,6,0,0,0,310251095
1894,1143001,13,4,1,669,2865038,47,4,0,1,0,434493445
1895,5546050,14,5,0,409,3030076,8,7,0,1,1,518551850
1896,7173103,11,8,1,879,766382,31,6,1,0,0,471197845
1897,1366482,11,2,1,601,4639353,14,5,1,0,0,644278655
1898,2953459,14,8,1,811,306516,14,6,1,0,1,427181765
1899,8206968,10,2,1,816,2077347,41,2,1,0,1,687096075
1900,935716,6,3,1,567,80415,22,10,0,1,0,671526635
1901,2372641,6,3,1,850,653010,14,6,0,0,1,323184505
1902,5189848,10,6,0,846,2294716,40,6,1,1,0,458315900
1903,8345940,6,3,1,770,665640,0,1,0,0,0,366208515
1904,7422179,14,2,0,443,4223470,28,8,1,1,0,441586855
1905,692351,14,8,0,469,2330177,46,9,1,0,0,542151655
1906,3292438,10,9,0,454,2545117,48,4,1,1,1,327740070
1907,5214245,13,8,0,884,3319328,48,5,1,0,0,359654210
1908,1062935,7,6,1,425,1410509,6,8,0,1,1,403830890
1909,4507753,11,1,1,494,3639191,9,10,0,1,1,268397275
1910,7165235,13,8,0,496,331680,32,4,1,0,1,427068615
1911,2556203,10,1,1,303,2440276,15,1,1,1,1,198286980
1912,7891737,9,2,1,800,942620,34,4,1,1,1,175396370
1913,9287689,14,3,0,464,171170,21,8,1,1,1,246799495
1914,6409077,8,2,0,492,653067,46,6,0,0,0,313080940
1915,5574715,12,2,1,826,1849028,6,4,1,1,1,666057475
1916,8932661,7,5,0,479,682904,2,1,1,0,0,494829405
1917,1289452,7,6,0,762,3949298,48,9,0,1,1,444351365
1918,5990577,7,6,0,568,4428682,39,8,1,1,1,402837725
1919,1575413,12,1,0,657,4304006,38,7,0,1,0,441916085
1920,4716211,11,6,0,639,2063373,32,1,1,1,1,420586215
1921,7475456,8,2,0,327,946743,14,9,0,0,1,311601960
1922,1452316,10,2,0,635,4122374,47,2,1,1,1,377149390
1923,9916397,13,3,0,721,1073303,7,7,0,0,0,380642440
1924,9930340,12,7,0,605,3088906,33,6,0,0,0,549147975
1925,1270779,9,2,0,862,4105615,22,4,1,0,1,428240630
1926,8084966,11,4,0,719,4232833,6,9,1,0,1,484837895
1927,2071211,8,3,1,743,105329,36,8,0,1,0,258662360
1928,7580223,9,8,1,341,3105422,28,4,1,0,0,409337280
1929,7274670,11,9,0,433,3648199,34,4,0,0,1,628103315
1930,6269994,9,9,0,551,4299374,3,8,1,0,0,234140930
1931,542489,10,8,1,531,3101417,26,9,0,0,1,277891290
1932,2652685,12,2,1,363,3920791,17,6,0,1,0,367845175
1933,7331186,9,7,0,448,1363403,29,4,1,1,1,424024150
1934,2109386,6,7,0,717,3427310,28,4,0,0,0,605267820
1935,3521174,13,1,0,342,4660511,28,8,0,0,0,277623380
1936,4912454,7,1,1,885,3188648,36,3,0,0,1,208723790
1937,2509884,11,1,0,571,3026658,2,8,1,0,0,383996425
1938,5806141,6,6,1,313,2238537,39,3,0,0,0,389287830
1939,7454207,11,4,0,433,25429,29,7,1,1,0,368687230
1940,3568837,11,2,0,716,138640,27,5,1,1,1,423405110
1941,9533216,6,8,1,891,2531043,44,8,0,1,1,388535200
1942,5517645,7,7,0,475,1076308,47,6,0,0,0,244104335
1943,5680473,7,4,1,317,3915608,22,10,1,1,0,245251895
1944,9102250,13,9,1,350,1904335,15,6,0,0,0,684910455
1945,9364483,13,5,1,408,1895633,22,2,1,1,0,676288790
1946,3109951,14,3,0,741,2540317,30,10,1,0,1,251102480
1947,7281470,9,8,1,499,1641373,21,9,1,1,1,585019080
1948,800576,11,6,1,539,2303220,48,3,1,1,1,203740080
1949,8905262,12,2,0,602,667068,35,5,1,0,0,200001385
1950,6104072,8,3,0,430,3384089,24,5,0,0,0,448860575
1951,765288,13,9,1,340,1144453,5,1,0,0,1,344989240
1952,6609399,8,2,0,713,4123621,9,6,0,0,0,487476115
1953,988231,9,4,1,735,674736,2,9,1,0,0,386321840
1954,5498131,12,3,1,348,4198184,31,9,0,1,0,224092480
1955,686985,14,8,1,737,4452181,6,5,0,0,0,606071550
1956,8388167,7,3,1,691,3914260,45,10,1,1,1,146306600
1957,815791,11,6,1,587,4547464,38,10,1,0,1,331648490
1958,1298008,7,5,1,549,891314,16,9,1,1,1,343709185
1959,6073755,11,3,0,630,1020046,23,9,1,0,1,263292020
1960,4858737,9,3,1,887,580930,47,8,0,0,0,200343390
1961,6444286,7,9,0,633,502865,35,10,1,1,0,265002045
1962,4764889,11,5,0,899,2287162,8,2,1,1,1,356899190
1963,3619278,14,4,1,394,2823324,3,5,0,1,1,231692145
1964,3285435,9,2,0,650,3491636,16,10,1,0,1,351727870
1965,2445402,6,8,0,586,593556,10,3,0,1,1,474302170
1966,4156325,12,4,0,533,4933789,38,2,0,1,0,503215280
1967,7949347,8,4,1,500,1125742,3,1,0,0,0,219109865
1968,9630712,6,6,1,424,4711398,23,9,1,1,1,557612690
1969,6589715,9,4,0,759,1066322,22,2,0,0,0,493868725
1970,5969802,7,3,0,804,4249178,14,3,0,1,0,296009525
1971,3058530,12,6,1,879,3963965,9,8,0,0,0,167624425
1972,4756572,13,5,0,732,395529,9,1,1,0,1,345069175
1973,2302046,13,6,0,362,2830753,9,2,1,0,0,453001865
1974,7923763,10,5,0,761,3509076,6,5,1,1,0,443991110
1975,4842329,12,7,1,688,1142989,10,2,0,1,1,537229995
1976,5097193,8,8,1,689,2321499,27,1,1,1,0,501927925
1977,9819852,6,3,0,885,1862810,6,10,1,1,0,331633890
1978,2598947,11,8,1,783,3869273,33,8,1,1,0,438348575
1979,9349868,10,1,0,597,4760681,48,3,0,1,0,398186165
1980,6979936,9,8,0,717,1253517,35,4,1,0,1,202512585
1981,6713322,6,2,0,386,618298,12,10,1,0,0,509199090
1982,1068726,10,3,0,673,3217082,47,5,0,0,1,311239515
1983,5145486,11,2,0,817,2606789,18,1,0,1,1,185402115
1984,8827292,12,2,0,825,3040660,47,6,0,0,1,496294515
1985,542007,9,1,0,896,4820400,30,6,0,1,1,174064485
1986,7192746,8,4,0,613,1809986,5,10,0,1,1,506030525
1987,4853067,13,2,1,536,1516131,2,6,0,0,0,831842665
1988,581539,8,4,1,559,56959,37,1,1,0,1,548278910
1989,6381733,9,1,0,859,859234,26,9,1,1,1,190558835
1990,1508742,11,4,1,656,2666176,38,6,0,1,0,457266890
1991,686449,8,3,0,846,2823928,2,2,0,1,0,166479785
1992,3947998,12,1,0,435,215813,48,4,0,0,0,506640805
1993,9670138,9,9,1,418,2785131,25,3,0,0,1,502766330
1994,1458062,9,4,0,466,4760375,32,3,1,0,0,499476585
1995,9404279,10,5,0,815,1020617,33,3,0,0,1,547560955
1996,1805387,9,5,1,694,1112166,48,10,1,1,1,165585170
1997,7652611,12,2,1,695,969584,7,2,0,1,0,314273030
1998,2473699,8,3,1,891,3906897,19,5,0,0,1,436068785
1999,7642493,6,6,0,811,4885770,45,4,0,0,0,665137675
2000,2972571,10,8,0,559,4430521,22,7,1,1,1,96975390
2001,516224,13,7,0,314,227966,8,9,0,0,0,47290495
2002,2997923,12,6,1,555,4948997,21,7,0,0,0,57366320
2003,3446589,13,9,0,732,558639,33,8,1,1,1,87490865
2004,5176307,6,5,1,789,4735759,32,2,1,0,1,156283145
2005,2437325,11,5,1,458,3319926,22,6,1,1,1,49523930
2006,7069594,10,3,1,564,4959975,46,6,0,0,1,62835480
2007,3624397,13,2,0,806,760910,11,8,1,1,0,127520780
2008,4592538,8,3,0,585,3741344,10,8,1,1,1,38333030
2009,5719382,10,5,1,781,774624,5,10,1,1,1,84530715
2010,7504659,11,2,0,387,842455,4,2,0,1,1,87623725
2011,9935658,14,7,0,591,1958962,16,9,0,1,0,67195040
2012,9672216,8,5,0,473,3513525,16,9,0,1,1,67852405
2013,6438210,11,8,0,487,2578806,10,2,1,1,1,47395250
2014,6245453,12,2,0,547,3231203,26,8,1,1,1,123010110
2015,9170206,12,6,1,546,4482512,35,3,0,1,1,50882825
2016,8727726,8,3,0,488,4165238,14,1,1,0,1,113213875
2017,9149269,8,9,1,596,4345544,22,10,0,1,0,77784055
2018,4845097,6,5,0,872,3808650,47,10,0,1,0,70637720
2019,5179051,9,1,1,524,132665,33,2,0,0,0,68140755
2020,3840939,13,3,1,585,3021340,9,6,1,0,1,32693415
2021,2803931,9,5,1,819,4510728,34,6,1,0,0,75740785
2022,8380961,6,3,1,417,4531009,33,5,1,0,0,56428270
2023,5178431,12,5,0,544,1224874,24,6,0,1,0,120334660
2024,6905561,6,5,0,317,4869870,6,6,0,1,0,128176320
2025,5699489,10,2,0,462,821088,36,7,0,1,0,66908150
2026,4947440,7,4,0,602,653140,21,5,0,0,0,83463820
2027,6061114,13,5,0,361,4056893,34,3,0,1,0,110668365
2028,6158951,10,7,1,598,2365411,43,6,1,1,1,60352750
2029,3665551,12,6,0,412,2579003,18,9,1,1,0,86479815
2030,7002666,11,3,0,672,1024695,8,9,0,0,0,115308245
2031,5982862,6,3,1,895,4255231,14,6,1,1,0,52757100
2032,9064249,6,8,1,708,3922509,36,5,0,1,0,108154610
2033,9866752,12,5,0,581,1913491,36,8,1,0,1,122649855
2034,6304573,7,3,1,790,2577805,2,10,0,0,1,95043445
2035,2046135,12,7,1,303,4266600,14,1,0,1,0,61372195
2036,2962632,7,4,1,620,950352,30,7,1,1,1,47970490
2037,4510027,11,7,1,851,2072623,1,5,0,1,0,78418425
2038,8920749,8,4,1,765,4716213,33,4,1,1,0,49675040
2039,1918757,9,9,0,838,3078610,14,9,1,0,0,38917030
2040,8499350,9,5,0,882,4139855,17,1,0,0,1,42725075
2041,9830961,10,2,1,375,2731879,16,9,1,1,0,96268385
2042,5043477,7,7,0,543,1007743,28,3,1,1,1,78277535
2043,3186470,13,2,1,893,83690,18,5,0,1,1,69469720
2044,1565961,10,1,0,720,1364926,3,2,0,1,1,123622945
2045,7377649,11,1,1,302,160538,28,6,1,1,0,80708800
2046,3050702,14,8,0,835,1109152,12,1,0,1,0,90883905
2047,6938492,9,8,1,415,824028,23,4,0,0,1,82860110
2048,6533696,10,1,0,698,4732840,38,3,1,0,0,66090915
2049,8641299,10,8,1,796,4023233,11,1,1,0,0,135872710
2050,839619,13,2,1,615,2737576,3,2,1,1,0,71786375
2051,3685402,11,8,0,487,2674573,4,5,1,0,0,115671055
2052,8849345,7,2,0,821,2180197,7,7,0,1,0,55657025
2053,6948319,10,6,0,546,4080032,35,3,0,1,1,129096120
2054,2252632,12,8,1,713,1919916,3,5,1,1,1,91344170
2055,1447337,14,4,0,800,104340,12,4,0,0,1,81669480
2056,4089986,14,8,0,777,1149940,11,10,0,1,0,86883505
2057,7142849,14,2,0,622,894707,16,7,1,0,1,54807670
2058,2521439,12,5,0,490,2916289,33,2,1,1,1,50007190
2059,2043081,7,2,0,453,684361,29,9,1,1,1,69342335
2060,2533695,12,5,1,717,3721044,4,7,1,0,0,122189590
2061,1084438,12,2,0,650,2773111,9,1,0,0,0,104605715
2062,6586003,9,4,0,709,827350,25,6,0,0,0,86421050
2063,2596650,11,7,0,836,1683420,1,8,1,1,1,44005130
2064,9153430,7,3,1,860,3551146,26,3,0,0,1,65878485
2065,2875607,7,8,0,736,2090666,37,8,1,1,1,109211285
2066,6642601,14,2,1,836,1969611,19,1,1,0,0,44238000
2067,1543857,11,8,1,713,3224616,3,1,1,1,1,70230745
2068,3525487,6,9,0,359,1136110,16,9,1,0,0,55160625
2069,1668549,6,7,1,692,4804475,38,8,1,0,0,85120920
2070,837535,7,9,0,345,336596,10,3,0,0,0,120207275
2071,5640165,9,5,1,304,643478,28,9,1,1,1,46169945
2072,2590073,10,8,1,791,1472151,45,1,0,1,0,92627510
2073,3076181,7,9,1,895,4472142,1,2,0,0,1,102809915
2074,4080802,14,2,0,779,1794939,25,2,1,1,0,94334250
2075,5417509,9,5,1,598,584429,16,1,1,1,0,43780290
2076,9761234,8,9,0,506,2933692,30,9,1,1,1,101046235
2077,3090837,8,5,0,758,1938478,31,2,1,0,1,126998465
2078,3096173,6,4,1,883,777244,33,1,1,0,1,60445825
2079,7040398,13,1,1,881,790789,30,3,1,1,1,53346940
2080,3606184,8,2,0,863,1197504,44,7,0,1,1,67222050
2081,5694057,11,7,1,536,3848477,21,3,1,0,0,81228560
2082,1931834,9,1,1,341,2614350,24,4,0,0,0,67129340
2083,4188532,9,5,0,472,181308,0,1,0,1,1,101209025
2084,4303055,10,2,1,353,2711086,29,7,0,1,0,59057000
2085,6970314,11,9,1,436,2547495,27,3,1,1,1,93907200
2086,8820590,9,7,1,525,1972419,5,9,1,1,0,55713235
2087,3175444,10,4,0,377,2744575,46,4,1,1,0,74607095
2088,7719041,13,4,0,833,3365771,31,3,0,1,0,66792080
2089,1907004,8,6,1,518,1871469,31,5,1,1,0,38545825
2090,6125827,10,7,1,587,1662445,41,2,0,1,1,55650820
2091,590295,12,1,0,556,510195,5,1,1,1,1,73437635
2092,4346187,7,2,0,389,4391100,36,6,1,0,0,34801290
2093,6806774,12,2,1,311,3431223,14,8,0,1,1,31315175
2094,1820128,6,9,1,526,2986426,31,10,0,0,0,108282360
2095,3419825,7,1,0,624,2965030,45,6,1,0,0,62724155
2096,931081,13,3,0,611,4251101,23,1,1,0,0,87856960
2097,5473563,7,2,0,445,786232,30,10,1,0,1,103711830
2098,8087999,9,7,0,736,2809311,9,10,0,0,1,127300685
2099,8604389,11,4,1,334,404310,16,8,1,1,1,72239705
2100,5101748,13,4,1,817,2963837,33,1,0,0,1,73308060
2101,5559174,8,1,1,568,2526372,27,9,1,1,0,53643320
2102,5565103,13,7,0,324,679829,1,6,1,0,1,101349185
2103,761655,14,1,1,521,4276525,6,6,0,0,1,85746165
2104,6941559,12,1,0,664,3651853,20,5,1,1,0,52111415
2105,2555968,14,1,1,645,4636872,39,1,0,0,0,41693220
2106,8416042,6,1,0,584,1055441,32,1,0,1,1,114735925
2107,4578574,14,9,1,835,2422414,40,3,0,1,0,137916345
2108,8818743,10,9,0,507,4278530,40,10,1,1,1,112241150
2109,935334,14,4,1,575,3029255,5,4,1,0,0,61921520
2110,5256149,7,4,0,603,1113708,49,1,0,1,0,108670720
2111,1239796,14,2,0,680,3414966,28,5,0,0,1,136558545
2112,4929899,14,7,0,306,1936678,4,4,1,1,1,59568730
2113,4759190,6,5,0,687,3921511,28,3,0,1,0,41637740
2114,5052230,7,1,1,548,2394020,20,1,1,1,1,44879305
2115,1843743,14,6,1,470,3040736,18,3,0,0,0,29588360
2116,6782841,10,1,0,449,4480438,15,3,0,1,0,118340665
2117,8186501,12,9,1,365,2517044,2,9,1,0,0,64848820
2118,5608733,8,9,0,785,3900272,2,7,1,1,0,47675205
2119,2604220,14,3,1,310,3830993,6,7,0,1,0,53859400
2120,4306515,11,2,1,590,3651250,17,6,0,1,0,49352745
2121,2149130,13,3,0,389,2875954,44,3,0,1,0,41265440
2122,4118188,11,5,1,488,3582791,7,6,0,1,1,62116795
2123,2599126,10,6,1,832,159104,27,10,0,0,0,95043810
2124,2259502,14,3,0,655,467236,33,1,1,1,0,118006690
2125,5524806,9,9,0,488,3908640,49,10,1,0,0,81075990
2126,1397017,8,7,1,433,3037991,3,4,0,0,1,73460995
2127,3278137,12,2,0,791,483066,14,6,0,1,0,145767130
2128,9655958,9,3,0,437,2300509,17,2,1,1,0,109233915
2129,4456067,13,5,0,714,3524012,41,4,0,0,1,68783520
2130,9684830,7,9,1,443,40547,23,2,1,1,0,38059280
2131,3668846,10,6,1,386,349852,36,1,0,1,0,90268880
2132,3687243,11,3,0,400,2210714,0,4,1,0,1,94836125
2133,5170571,12,9,0,693,877779,34,10,1,0,1,96624990
2134,5480640,10,9,1,370,3905479,11,9,1,1,0,125856745
2135,8851627,13,1,1,758,653928,27,9,0,0,0,112883915
2136,9627859,7,5,0,607,3249489,22,4,1,0,1,78251620
2137,4245125,7,5,0,389,478031,29,9,0,1,0,109881790
2138,1784049,13,6,1,801,4780926,13,8,0,0,0,45595800
2139,8408654,6,1,0,453,2860513,3,9,0,0,1,70348275
2140,5455256,13,7,0,457,2412213,1,7,1,0,1,118218755
2141,3668572,7,4,1,704,1919982,2,3,0,1,0,104140705
2142,5291626,8,2,0,679,741290,7,2,0,0,1,98380640
2143,561663,7,8,1,587,561441,2,2,0,0,0,101534970
2144,891832,6,5,0,861,296732,38,3,1,1,0,46590790
2145,3451365,8,7,0,759,576684,12,5,0,1,1,32295565
2146,9615601,13,3,0,555,4727574,26,5,0,1,1,68707235
2147,9357216,13,7,0,424,2794289,44,3,1,0,1,88860345
2148,2533482,11,5,1,449,3644883,15,5,0,1,1,145621130
2149,722413,10,8,1,896,1234958,37,8,1,1,0,59551210
2150,2427379,10,1,0,323,2452553,24,4,1,0,0,37815825
